ppo, pdo, tpo, tdo
an actress got a pot for a mother .,an actress got a mother a pot .,the sheriff saved the juice for the chief .,the sheriff saved the chief the juice .
an author bought a guitar for a daughter .,an author bought a daughter a guitar .,the sheriff saved the juice for the chief .,the sheriff saved the chief the juice .
a bishop made a coat for a club .,a bishop made a club a coat .,the sheriff saved the juice for the chief .,the sheriff saved the chief the juice .
a candidate found a camera for a minister .,a candidate found a minister a camera .,the sheriff saved the juice for the chief .,the sheriff saved the chief the juice .
an uncle got a pie for a guy .,an uncle got a guy a pie .,the sheriff saved the juice for the chief .,the sheriff saved the chief the juice .
a wife made a box for a band .,a wife made a band a box .,the sheriff saved the juice for the chief .,the sheriff saved the chief the juice .
a secretary made a bottle for a president .,a secretary made a president a bottle .,the sheriff saved the juice for the chief .,the sheriff saved the chief the juice .
a student made a computer for an army .,a student made an army a computer .,the sheriff saved the juice for the chief .,the sheriff saved the chief the juice .
a worker left a chocolate for a club .,a worker left a club a chocolate .,the sheriff saved the juice for the chief .,the sheriff saved the chief the juice .
the minister left the chocolate for the administration .,the minister left the administration the chocolate .,a manager bought a camera for an actor .,a manager bought an actor a camera .
the adult purchased the cheese for the business .,the adult purchased the business the cheese .,a manager bought a camera for an actor .,a manager bought an actor a camera .
the attorney left the meal for the student .,the attorney left the student the meal .,a manager bought a camera for an actor .,a manager bought an actor a camera .
the chief got the coffee for the parent .,the chief got the parent the coffee .,a manager bought a camera for an actor .,a manager bought an actor a camera .
the friend saved the salad for the opponent .,the friend saved the opponent the salad .,a manager bought a camera for an actor .,a manager bought an actor a camera .
the bishop got the juice for the cop .,the bishop got the cop the juice .,a manager bought a camera for an actor .,a manager bought an actor a camera .
the teacher left the telephone for the administration .,the teacher left the administration the telephone .,a manager bought a camera for an actor .,a manager bought an actor a camera .
the candidate found the wire for the band .,the candidate found the band the wire .,a manager bought a camera for an actor .,a manager bought an actor a camera .
the adult left the beer for the band .,the adult left the band the beer .,a manager bought a camera for an actor .,a manager bought an actor a camera .
the adult left the coffee for the priest .,the adult left the priest the coffee .,a manager bought a camera for an actor .,a manager bought an actor a camera .
a prince left a beer for a doctor .,a prince left a doctor a beer .,the friend saved the coffee for the business .,the friend saved the business the coffee .
a hero bought a plate for a writer .,a hero bought a writer a plate .,the friend saved the coffee for the business .,the friend saved the business the coffee .
an aunt bought a juice for a hero .,an aunt bought a hero a juice .,the friend saved the coffee for the business .,the friend saved the business the coffee .
a writer purchased a beer for a lady .,a writer purchased a lady a beer .,the friend saved the coffee for the business .,the friend saved the business the coffee .
an aunt got a beer for an administration .,an aunt got an administration a beer .,the friend saved the coffee for the business .,the friend saved the business the coffee .
a candidate left a chocolate for an adult .,a candidate left an adult a chocolate .,the friend saved the coffee for the business .,the friend saved the business the coffee .
a leader found a bell for a band .,a leader found a band a bell .,the friend saved the coffee for the business .,the friend saved the business the coffee .
a prince made a coat for a physician .,a prince made a physician a coat .,the friend saved the coffee for the business .,the friend saved the business the coffee .
a writer found an anchor for an author .,a writer found an author an anchor .,the friend saved the coffee for the business .,the friend saved the business the coffee .
a professor bought a crystal for an employee .,a professor bought an employee a crystal .,the friend saved the coffee for the business .,the friend saved the business the coffee .
the lady took the button to the pilot .,the lady took the pilot the button .,a cop threw a salad to a manager .,a cop threw a manager a salad .
