ppo, pdo, tpo, tdo
a lawyer sold a coffee to a corporation .,a lawyer sold a corporation a coffee .,a physician left a meal for an army .,a physician left an army a meal .
a kid brought a juice to an employer .,a kid brought an employer a juice .,a physician left a meal for an army .,a physician left an army a meal .
a cousin threw a candy to a girl .,a cousin threw a girl a candy .,a physician left a meal for an army .,a physician left an army a meal .
a friend supplied a gun to a band .,a friend supplied a band a gun .,a physician left a meal for an army .,a physician left an army a meal .
a priest gave a tea to a band .,a priest gave a band a tea .,a physician left a meal for an army .,a physician left an army a meal .
a cousin promised a bag to a reader .,a cousin promised a reader a bag .,a physician left a meal for an army .,a physician left an army a meal .
a cop brought a coffee to a company .,a cop brought a company a coffee .,a physician left a meal for an army .,a physician left an army a meal .
the reader showed the knife to the colonel .,the reader showed the colonel the knife .,the nurse kept the pie for the band .,the nurse kept the band the pie .
the student sold the juice to the corporation .,the student sold the corporation the juice .,the nurse kept the pie for the band .,the nurse kept the band the pie .
the soldier supplied the meal to the writer .,the soldier supplied the writer the meal .,the nurse kept the pie for the band .,the nurse kept the band the pie .
the aunt brought the jacket to the army .,the aunt brought the army the jacket .,the nurse kept the pie for the band .,the nurse kept the band the pie .
the sheriff sold the iron to the son .,the sheriff sold the son the iron .,the nurse kept the pie for the band .,the nurse kept the band the pie .
the partner showed the chicken to the mayor .,the partner showed the mayor the chicken .,the nurse kept the pie for the band .,the nurse kept the band the pie .
the woman fed the meal to the captain .,the woman fed the captain the meal .,the nurse kept the pie for the band .,the nurse kept the band the pie .
the man brought the candy to the aunt .,the man brought the aunt the candy .,the nurse kept the pie for the band .,the nurse kept the band the pie .
the reader sold the plate to the lawyer .,the reader sold the lawyer the plate .,the nurse kept the pie for the band .,the nurse kept the band the pie .
the kid brought the tea to the corporation .,the kid brought the corporation the tea .,the nurse kept the pie for the band .,the nurse kept the band the pie .
an adult gave a candy to a corporation .,an adult gave a corporation a candy .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
a minister brought a meal to an administration .,a minister brought an administration a meal .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
an actress supplied an iron to a lady .,an actress supplied a lady an iron .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
an attorney supplied a telephone to a sheriff .,an attorney supplied a sheriff a telephone .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
a parent fed a chocolate to a scientist .,a parent fed a scientist a chocolate .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
a guy sent a beer to a company .,a guy sent a company a beer .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
a guy gave a candy to an administration .,a guy gave an administration a candy .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
a brother supplied a meal to an employee .,a brother supplied an employee a meal .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
a son took a gun to a guy .,a son took a guy a gun .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
a son showed a cheese to a woman .,a son showed a woman a cheese .,a singer purchased a coffee for a captain .,a singer purchased a captain a coffee .
the doctor drew the knife for the band .,the doctor drew the band the knife .,the pilot took the ball to the sheriff .,the pilot took the sheriff the ball .
the lawyer drew the flower for the adult .,the lawyer drew the adult the flower .,the pilot took the ball to the sheriff .,the pilot took the sheriff the ball .
the opponent found the coffee for the winner .,the opponent found the winner the coffee .,the pilot took the ball to the sheriff .,the pilot took the sheriff the ball .
